Id,Name,Category,Site,Link,Date,Author,Description
"6948","book rotate v5.0","Gameplay","MMH","37-2825","2009-04-24","Unknown",""
"6947","Book Rotate v1.1","Gameplay","MMH","37-2791","2009-04-24","Unknown",""
"6946","Blood and Gore v2.13","Gameplay","MMH","37-14679","2013-05-03","TheLys","PUT YOUR ENEMIES ON FIRE OR MAKE THEM BLEED TO DEATH !

Makes player, non playing characters (NPC) and creatures BLEED by generating visual elements (blood, chunks, smoke) when they're hit
Visual elements are based on the NPC/creature nature and what they've been hit ..."
"6945","Blood and Gore v2.12","Gameplay","MMH","37-2945","2009-04-24","TheLys","PUT YOUR ENEMIES ON FIRE OR MAKE THEM BLEED TO DEATH !


Makes player, non playing characters (NPC) and creatures BLEED by generating visual elements (blood, chunks, smoke) when they're hit
Visual elements are based on the NPC/creature nature and what they've bee..."
"6944","Blood and Gore v2.0","Gameplay","MMH","37-2821","2009-04-24","TheLys","Makes player, non playing characters (NPC) and creatures generate visual elements (blood, chunks, smoke) when they're hit
Visual elements are based on the NPC/creature nature and what they've been hit by. The elements can include : blood, dark blood, meat chunks, dark meat chunk..."
"6943","Blocking Enhanced v1 1","Gameplay","MMH","37-2796","2009-04-24","Aerelorn","Blocking Enhanced(BEN) v1.1



An attempt to make blocking more fun by bringing it under the player's control.



See Blocking Enhanced.htm for more details."
"6942","BloatedMorrowind","Gameplay","MMH","37-2837","2009-04-24","Unknown",""
"6941","Blindeye’s Difficult Health v1.0","Gameplay","MMH","37-2834","2009-04-24","Blindeye","Blindeye’s Difficult Health v1.0
 
This modification changes the percentage health a player receives from Endurance at level up; specifically, 20% is now rewarded.
 
To counteract this, I have increased the difficulty of the game 600%.
 
Changes made are&hellip..."
"6940","Blindeyes Non profit Alchemy","Gameplay","MMH","37-2827","2009-04-24","Unknown",""
"6939","Blind Bribery","Gameplay","MMH","37-2847","2009-04-24","Unknown",""
"6938","BlightBountiesV1.01","Gameplay","MMH","37-2878","2009-04-24","Ivza","Gives you a small bounty for each blighted creature you kill. You can collect the bounties from certain Temple representatives in a few places around Vvardenfell.



v 1.01



http://koti.mbnet.fi/ivza/morrowind/bbounty"
"6937","Better Dreamers","Gameplay","MMH","37-5792","2011-10-05","Soti","[][][][][][][][][][][][][][][][][][][][][][][][][][][][][][]

The Elder Scrolls III    
M O R R O W I N D

-~  Soti's Better Dreamers  ~-

v1.0

[][][][][][][][][][][][][][][][][][][][][][][][][][][][][][]

Contents /..."
"6936","Better Argonian (Green-Blue)","Gameplay","MMH","37-2918","2009-04-24","Unknown",""
"6935","beginnerweapons 0530","Gameplay","MMH","37-2807","2009-04-24","Krowback","This mod adds a set of ""Beginner"" weapons to the dagger room  in the character creation sequence.  Also changes pop up info to let the player know about them when they walk in and tells where to find them."
"6934","bathing mod update","Gameplay","MMH","37-3994","2009-05-12","sisco","Bathing Mod
by: sisco
 
**
A realism mod that makes you have to bathe weekly at the designated bathing holes with your bathing soap. You can find the bathing holes on the outskirts of most of the major towns or cities near the water. You can get the bathin..."
"6933","Basic Essentials v1.0","Gameplay","MMH","37-118","2009-04-06","Qwert","The grandfather to NOM. One of the first attempts at making eating, drinking and sleeping required.

hunger mod- 
*no longer effects main script,makes use of tribunals edit start script. 
*olny eats bread-i changed that purposely because well i wanna keep her basic. 
*aut..."
"6932","Barabus Fireplaces 2","Gameplay","MMH","37-2891","2009-04-24","Barabus","This mod will add a number of new and additional fireplaces to Vvaardenfells Imperial settlements, adding to the interiors visual appeal."
"6931","BAR MournholdTeleportationFix","Gameplay","MMH","37-2881","2009-04-24","Baratheon79","Mournhold Teleportation Fix v1.0



This simple mod simply fixes the method of travel between Ebonheart and Mournhold to use regular mage guild guide teleportation, to make it more companion friendly."
"6930","BAR CreeperMudcrabRemover","Gameplay","MMH","37-2711","2009-04-24","Baratheon79","Creeper & Mudcrab Remover v1.0



This is simple mod for those who view the Creeper and the mudcrab merchant as a cheat.  It removes them from the game entirely."
"6929","Bank Mod v2.4b","Gameplay","MMH","37-11920","2012-11-14","Indestructible, Havokk, Kir, Shadow_unk","Bank Mod (AKA IndyBank) allows you to deposit money, earn interest, withdraw money, get loans, store items in a safety deposit box (for a fee) and purchase homes."
"6928","Bank Mod Beta v1.81 and Armorer v1.51: Compatibility Release","Gameplay","MMH","37-4694","2009-05-12","Indestructible","Bank Mod Beta 1.8
Created by: Indestructible
Current Homepage: http://www.gamerzalliance.com

Mod Members:
Coder and World Builder - Mike Seiferling a.k.a Indestructible

Thx to those who helped with the deposit and withdraw all functions. (Official Morrowind an..."
"6927","Bags of Holding","Gameplay","MMH","37-1985","2009-04-06","Jon Medders aka EberKain","This was untested. It should all work fine though. Unpack it with the subpaths. If there is a problem .nif files go in the meshes directory, .tga's go in Icons, .TGA's go in the Textures. There is a new letter in the census and excise office that will get you started. If you cant find the temple ..."
"6926","Azura Hills","Gameplay","MMH","37-5082","2009-05-12","Andrew Hassen","Azura Hills - Readme

1.) Installation ------- I
2.) Gameplay ------- II
3.) Contact -------III



I. Installation

Unzip the file and put it into the Data Files Folder.

II. Gameplay

 Azura Hills is located in Azura's Coast. ..."
"6925","Automatic Dual Wield v1.2","Gameplay","MMH","37-5781","2011-10-05","Tommy Khajiit","STORY
This plugin automatically hides/draws any parrying weapon whenever a weapon is sheathed/drawn. Parrying weapons brought to the game by Appoldro Weaponstore, Assasins Armory, Azriel the Merchant, Balmora Expansion, Heaven's Lookout, Karstux' Real Katanas and Scimitars, Leia's Dual Wield..."
"6924","AttributeSwitch 0531","Gameplay","MMH","37-2778","2009-04-24","Unknown",""
"6923","atmospheromancy","Gameplay","MMH","37-2780","2009-04-24","Unknown",""
"6922","astralbox","Gameplay","MMH","37-4942","2009-05-12","Patrick"," 
 
=============
 Astral Travel Box
 by Patrick ""Edrick"" Waddingham
 
 
=============

1. Installation
2. Description/Use
3. Version History
4. Known Bugs/Issue..."
"6921","Ashlander Transports v1.0","Gameplay","MMH","37-12240","2013-02-25","Arthmoor","Good or bad, like it or hate it, Morrowind did not include a fast travel system. In its place was a much more realistic network of travel services. Silt Striders in the major Dunmer cities. Guild guides at each of the Mages Guild facilities, that sort of thing. One area of the game which was lack..."
"6920","Arrow De-nocker","Gameplay","MMH","37-15504","2017-07-22","Fliggerty"," 

The Elder Scrolls III
 MORROWIND: 
 Arrow De-nocker
 

Index:
1. Description
2. Installation
3. Playing the Plugin
4. Featu..."
"6919","armorrevision1d 0530","Gameplay","MMH","37-2704","2009-04-24","Agent Pickle","Specific changes -

Glass armor is decreased to 60% of original armor rating.

Dwemer has been made into a high end medium armor (as protective as glass was originally)

The low end armors are less ""pissant"" in protective ability.


Space for ren"
"6918","Armor Mannequin v1.2","Gameplay","MMH","37-2884","2009-04-24","Unknown",""
"6917","Armor Mannequin","Gameplay","MMH","37-2906","2009-04-24","Chris Janosi aka mr. phantastik","Adds 21 moveable, buyable/sellable Armor Mannequins to the game that auto-equip all types of armor. 

Please read README.txt for known issues."
"6916","Arena Style Cursor","Gameplay","MMH","37-15403","2015-08-07","SYMBIOTE DINOSAUR","This is a Retexture of the cursor to make it look like the Cursor in the first elder scrolls game. 

More information in the ReadMe."
"6915","Arena n TheRustySwordsman","Gameplay","MMH","37-2864","2009-04-24","Unknown",""
"6914","AprogasVampireWakimImprovements","Gameplay","MMH","37-2743","2009-04-24","Jasper Jongmans","Merge of conflicting Wakim's Improvements and Aprogas's Vampire plugins. Also fixes a few issues in Wakim's Improvement plugin."
"6913","AprogasMagickaRegenerate","Gameplay","MMH","37-2720","2009-04-24","Jasper Jongmans","A magicka regenerate script.



The formula used is: mag/s = wil / 100 - 0.5. This means you will regenerate from nothing at a willpower below 50 up to 0.5 per second at a willpower of 100.



Turn on/off with StartScript/StopScript MagickaRegenerate."
"6912","AnimalRealism","Gameplay","MMH","37-2853","2009-04-24","Unknown",""
"6911","Alternate Messages1.4","Gameplay","MMH","37-2941","2009-04-24","Unknown",""
"6910","Alternate Messages 1.3","Gameplay","MMH","37-2876","2009-04-24","Unknown",""
"6909","Alternate Magic Mastery v1","Gameplay","MMH","37-2860","2009-04-24","Unknown",""
"6908","Alternate Leveling 1.0","Gameplay","MMH","37-1892","2009-04-06","Balor","Idea is all original (at least I think so 8) )
22/1/03
Features - well, everybody knows that Morrowind characters capable of, with surprisingly little 
effort, become demigods of unsurpassed power. Many things done to fix that, and here is an other 
one - an alternative leveli..."
"6907","Alternate Beginnings","Gameplay","MMH","37-2747","2009-04-24","Unknown",""
"6906","AllHousesMod 0617","Gameplay","MMH","37-2871","2009-04-24","Unknown",""
"6905","All Silt Strider Ports","Gameplay","MMH","37-5170","2009-05-12","Reznod"," 


     The Elder Scrolls III
          MORROWIND:
 All Silt Strider Ports Plug-in
            V 1.0

 
***..."
"6904","All Boat Ports","Gameplay","MMH","37-5167","2009-05-12","Reznod"," 


     The Elder Scrolls III
          MORROWIND:
    All Boat Ports Plug-in
            V 1.0

 
..."
"6903","AldruhnDialogue 0802","Gameplay","MMH","37-2942","2009-04-24","La'Shae","Changes some (most) of the NPC's dialogue in Ald'Ruhn so its not so generic."
"6902","Adventurers v3.02","Gameplay","MMH","37-11731","2012-10-08","adam m0use","- START A NEW GAME. Really. Some of the changes won't take effect otherwise, and also the game may do some weird things, like creating duplicate NPCs.

- Adventurers 3 has more extensive changes than previous versions; there are changes to almost everything: gameplay, items, characters,..."
"6901","Adventurers v2.0","Gameplay","MMH","37-2729","2009-04-24","adam m0use","General Notes
- This new version of Adventurer's has been greatly simplified and cleaned up. Should be more compatible with other plugins. Some things have been left out, like the new creatures and elven items, and will be in separate plugins.

- START A NEW GAME. Really. Some of t..."
"6900","Advantages/Disdavantages","Gameplay","MMH","37-583","2009-04-06","Cid88","This mod adds disadvantages and advantages to the game, in a similar, 
yet more balanced way than Daggerfall. It aims to give a better 
role-playing depth to Morrowind, as well as change gameplay. 
 
 
******"
"6899","Advantages Disadvantages","Gameplay","MMH","37-2806","2009-04-24","Cid88","Give your character special advantages and disadvantages... But be warned, in order to gain an advantage, you must first select, or increase the effect of, a disadvantage..."
"6898","Acquired Immunity","Gameplay","MMH","37-15584","2017-09-28","Cyrano","As in real life, the player can develop immunity to specific diseases after recovering from the illness. Races with natural disease resistance will develop immunity more quickly than others. This mod also re-introduces Bethesda's original intent of contracting blight disease as a result of exposu..."
"6897","Acheron's Camping Gear v1.5","Gameplay","MMH","37-10048","2012-09-04","Acheron","This is my camping mod. It'ss as close as you'll get to a truly mobile home in morrowind, since teleporting using variables isn't permitted. You can buy the Camping Gear from a merchant in the Molag Mar, Waistworks (pretty random location I chose, huh?). The Gear appears in your inventory as a bo..."
"6896","Abandoned Imperial Subway","Gameplay","MMH","37-14943","2013-08-28","Ottar Kraemer aka Voorhees","The Plugin adds an old, abandoned ore mining railway placed in a subterranean tunnel - complete with a working mine train that you can ride roller-coaster style. Note that beast race characters may have trouble stayhing in the cart due to their tails sticking out, causing clipping problems."
"6895","a blight in time","Gameplay","MMH","37-2311","2009-04-24","Unknown","A Blight In Time v1.0

Quentin Preik aka Dangleberry
quentin@preik.net
August 9th, 2002


- Unzip to your data files folder and activate the Blight in Time plugin.

Should include:
- esp file that goes in data files
- a few tga files to go in..."
"6894","Xenn's Strict Factions v2.0","Factions","MMH","35-13297","2009-03-05","Xenn","This mod makes some factions block you from joining if you're a member of a rival faction.
Factions changed:
Great Houses; 
House Hlaalu now blocks the Imperial Legion, Imperial Cult, and the Thieves Guild. 
House Redoran now blocks the Imperial Legion and Imperial Cult."
"6893","What Thieves Guild?","Factions","MMH","35-13858","2010-02-22","Von Djangos","Ever felt that for law breaking gang of thieves and robbers, finding their guild was as easy as walking into a random building? You practically get asked to join before you even realise  
its a thieves den! And the 'I do a little of this, a little of that'? Purlease.  
This mo..."
"6892","Welcome to the Arena! v5.5","Factions","MMH","35-13174","2009-01-17","Kalamestari_69","The Elder Scrolls III 
Morrowind Mod: 

Welcome to the Arena! V5.5 
by Kalamestari_69 
 
REQUIRES TRIBUNAL AND BLOODMOON 

============ 
Index: 
1.Installation 
2.What this mod does? 
3.Playing the Plugin 
4.Save Games 
5.Quest..."
"6891","Vivec Flat","Factions","MMH","35-3203","2009-05-12","Occam"," 
*****

                               The Elder Scrolls III
                       &#..."
"6890","Velendosval","Factions","MMH","35-8252","2002-08-10","Travis Willis","August 6th, 2007:  
After abandoning this plugin for years, I'm at it again. The entire plugin has been revamped, so check it out!  
  
------------------  
  
I spent almost 2 months on this Plugin, making sure it worked, making sure it flowed sm..."
"6889","Vampire Realism II BETA 2.0c","Factions","MMH","35-643","2009-04-06","Jaxalot","Vampire Realism II Bloodmoon Add-On ESP file.

Makes a few changes to Vampire Realism II for Bloodmoon users.  Use this WITH the Vampire Realism II base ESP.

Version 2.0c BETA"
"6888","Vampire Realism II Beta","Factions","MMH","35-2179","2009-04-24","Jaxalot","Vampire Realism II Bloodmoon Add-On ESP file.

Makes a few changes to Vampire Realism II for Bloodmoon users.  Use this WITH the Vampire Realism II base ESP.

Version 2.0c BETA"
"6887","Vampire Realism 2.2","Factions","MMH","35-6939","2012-07-08","Jaxalot","Vampire Realism is an ongoing project of mine to improve vampires in Morrowind. And rather than focusing on a single larger feature, it is basically a large compilation of changes to vampires, to improve the whole experience.
 This plugin is dedicated to StoneDrake, a great friend and regula..."
"6886","Vampire Realism 1.2","Factions","MMH","35-1566","2009-04-06","Jaxalot"," 


     The Elder Scrolls III
           MORROWIND: 
             Vampire Realism
          Version 1.2
   &..."
"6885","vampire embrace23 new","Factions","MMH","35-475","2009-04-06","Cortex","VAMPIRE EMBRACE

Version 2.3
Requires Morrowind, Tribunal and Bloodmoon
Author: CORTEX

A balanced roleplaying mod for vampires.


To install the plugin, unzip the files into the Morrowind\Data Files directory.
This should automatically put these ..."
"6884","Vampire Embrace 2.1","Factions","MMH","35-1217","2009-04-06","Cortex","VAMPIRE EMBRACE

Version 2.1
Requires Bloodmoon and Tribunal
Author: CORTEX

A balanced roleplaying mod for vampires.


To install the plugin, unzip the files into the Morrowind/Data Files
directory.
From the Morrowind Launcher, select Data F..."
"6883","Vampire Embrace 1.9 [BETA]","Factions","MMH","35-1711","2009-04-06","Cortex","VAMPIRE EMBRACE

Version 1.9 [BETA for the soon to be released 2.0]
Requires Bloodmoon and Tribunal
Author: CORTEX

A balanced roleplaying mod for vampires.


To install the plugin, unzip the files into the Morrowind/Data Files
directory.
Fro..."
"6882","VafEx","Factions","MMH","35-8279","2002-08-05","Rev",""
"6881","uvirithinside16","Factions","MMH","35-4926","2009-05-12","The DopeHatMan","Uvirith Inside v 1.53

Merging and redesign: The DopeHatMan
Email: dopehatman@yahoo.com

If you want to bloat my ego by telling me how much you love this mod,
or want to complain about it, feel free to shoot me an e-mail at the
above addy... just include ""Uvirit..."
"6880","Uvirith's Legacy 2.0","Factions","MMH","35-6928","2012-05-22","Stuporstar","This is an older version of Uvirith's Legacy. For the lastest version, please use the mirror link found below.

This mod started as an ever expanding version of Uvirith Inside. It all started when I decided to make the original mod compatible with Tribunal and Bloodmoon. From there the ..."
"6879","Uvirith Vault v1.0","Factions","MMH","35-14810","2013-06-12","ThaEgbird","This plug-in adds a considerably large vault under the player stronghold of Tel Uvirith."
"6878","Uvirith Inside 1.6","Factions","MMH","35-15627","2018-06-23","The DopeHatMan","Uvirith Inside is an expansion off of Uvirith Vault and Uvirith Unleashed, which have been merged together as the base of this mod.

There have been several things added, such as a potion rack for easy storage, and alchemy table with custom ingredient extractors to get just the ingredie..."
"6877","Uvirith Inside","Factions","MMH","35-2114","2009-04-06","The DopeHatMan","This was initially just going to be a combination of Uvirith's Vault and 
Uvirith Unleashed. What has happened is that it's taken on a life of it's
own, and hopefully does justice to both mods. Instead of both additions
being just given to you with all their bells and w..."
"6876","Twin Lamps (unfinished)","Factions","MMH","35-6370","2010-01-10","Hide-His-Names","in this mode you'll find a island somewhere in Shoegorath region (just take a boat from Khuul)i've made this place as another version of Twin Lamps only i can't finish it because i don't know how...so...pls help me!"
"6875","training cantrips v1.02","Factions","MMH","35-3890","2009-05-12","shiva7663","Mages Guild Training Cantrips

Author: shiva7663
Email: Send a PM to shiva7663 on gamersroam.com or the 
official Elder Scrolls III forum.
Web Site: http://www.esc3.com/umbra/
Date: 26 JUL 04
Future update planned: no, but then again, that's what I said 
th..."
"6874","Trailer Last Legion","Factions","MMH","35-4247","2009-05-12","Unknown",""
"6873","To Serve Sithis","Factions","MMH","35-12879","2008-08-22","Emyn","This mod allows the PC to join the Dark Brotherhood, to engage in several quests including ten murder contracts and several special assignments. It is largely dialog-based, and there are journal entries for everything. There are some new (familiar?) faces and some more detailed personalities for ..."
"6872","timplg v0 0 5","Factions","MMH","35-449","2009-04-06","Tim (Xmorg)","Added NPC's and a guild to the game. for 35+ Lv characters"
"6871","ThievesGuildhouseFinalVersion","Factions","MMH","35-3205","2009-05-12","Edgewood Dirk","Title: Thieves' Guildhouse
Created by: Edgewood Dirk, ebonymagister@hotmail.com
Type: Faction Stronghold
Description:
Essentially, this mod answers the problem that the Thieves' Guild doesn't provide much in the way of a stronghold, unlike the great houses.  When you make..."
"6870","Thieves' Guild Stash","Factions","MMH","35-11239","2007-05-15","Danjb","This mod adds several ""Thieves' Guild Stash"" chests, similar to the Fighters' Guild Equipment Chests and Mages' Guild Supply Chests, next to some of the higher-ranking thieves.  
  
There shouldn't be any conflicts with other mods. Hopefully it's fairly balanced.

[b..."
"6869","The Twin Lamps","Factions","MMH","35-8414","2002-09-10","Eric Lemage","Note: part 1 is available <a href=""https://mega.nz/file/xnJiyZYA#48BQJVuVIY874pSKaPDY7FREOdMm10nmTUcgdr4S-kI"">here</a>.

If you think it's time some of the ugly bosses employing slaves have their butts kicked, then this mod is for you. The Twin Lamps now really exist as an active faction and needs bold adventurers to put an end to slavery.
"
"6868","The Tribunal Order","Factions","MMH","35-13952","2010-05-15","MrNicNac","Please note that I am new to uploading retextured weapons. If you have a problem please comment here and tell me what it is.  
  
  
================WhatItDoes================  
This is a large mod that adds the Tribunal Order to   
Mournhold, Pla..."
"6867","The Tribe Unmourned","Factions","MMH","35-13139","2009-01-04","Von Djangos","This is an extensive Sixth House Expansion mod. It basically fleshes out and fixes the Sixth House as a faction, BUT does not include any quests or a way to join them. Therefore, it is essential that you use it in conjunction with Endreks 'The Sixth House' or The Mad God's 'Great House Dagoth' - ..."
"6866","The Seekers Faction","Factions","MMH","https://drive.google.com/file/d/1N6ReGPa2fMTO_CwdmO1blNqjfcfDTa8n/view?usp=share_link","2002-08-15","Dale French","<p>Conflicts with Varo Manor, requires cleaning.
</p><p>abot's tweaked version 2.1 available <a href=""https://tinyurl.com/3t2m2zjf"">here</a></p>
"
"6865","The Riekling Tribe","Factions","MMH","35-6100","2012-04-12","Zaldir","This mod adds a riekling tribe to Solstheim. This is a kind tribe, so they won't attack. Their ""village"" which is a cave, is a little southwest of ""The altar of Thrond"", close to Moesring mountains. Currently is constist of some random ""tribesmen"", one elder/chief, a tame wolf, and a cook. The ch..."
"6864","The Raven Wizards","Factions","MMH","35-3201","2009-05-12","Unknown","I know my other MODs haven't been very good, but this one has no glithes what so ever. It adds another faction and a huge guild house with your very own room. To get to the Raven Lands find the Raven wizard in Seyda Neen (near the Census and Exsise offices)"
"6863","The Order of the Tamriel Crusaders, Part One: The Initiate","Factions","MMH","35-10455","2006-02-28","grVulture","The Crusaders landed in Morrowind! Will you join them and help them rebuild their Order?  
  
A new faction, new quests, battles, etc. etc.  
  
Start your adventure in Ebonheart. Go in the Crusader's Rest.  
Join the Order. Convert the locals to ...
"
"6862","The New Lands","Factions","MMH","35-10197","2005-10-23","Skott Hunter","The New Lands Drug Co. has come to Vvardenfell to distribute narcotics.  You'll find them in every main settlement in Vvardenfell.  They are hard to miss, they wear exquisite clothing and will never  run out of supplies.    Ask the Balmora and Ald-Ruhn s..."
"6861","The Last Legion","Factions","MMH","35-4243","2009-05-12","Unknown",""
"6860","The Inquisition","Factions","MMH","35-12896","2008-08-27","Psycholex","Go forth Inquisitor and weed out the Heretics and the unholy! The traitors to the temple shall tremble before you!  
  
Now with screenshots  :D  
  
 
******  
MORROWIND MOD  
      ..."
"6859","The Imperial Legion Badge","Factions","MMH","35-7753","2004-07-23","Rodrigo Ortiz","Tired of carrying Imperial Legion stuff around just to talk to the other soldiers/generals/etc? With the Imperial Legion Badge you don't need any armor to be recognized as a Imperial Legion soldier. It doesn't need to be equipped either, making it even more practical.  ..."
"6858","The Brelanquilest","Factions","MMH","35-5051","2009-05-12","Unknown","No readme, esp only. This file appears to add a small building North of Balmora in Balmora -3,-3 which is the enrty point to Brelanquilest Guild Tower interior. This interior connects to Brelanquilest Great Keep, which looks like a cave and not a keep in the CS. Adds varying NPCs of the new facti..."
"6857","The Blades Scabbard","Factions","MMH","35-6145","2005-11-07","Forseti","A simple little housing mod to fix a quibble I had with joining the Blades - you get no place to live!   
  
You're now working for the Emperor himself and you don't even get a stinking room. Join one of the Great Houses and they'll give you a whole stronghold for Pete's sake...."
"6856","The 6th House Army","Factions","MMH","35-1078","2009-04-06","Unknown",""
"6855","ThaxlldorsUvirithadditions","Factions","MMH","35-4924","2009-05-12","Thaxlldor"," 


     The Elder Scrolls III
           MORROWIND: 
     Thaxlldor's Uvirith Additions
          By Thaxlldor

Requires the Mor..."
"6854","Temple Transport","Factions","MMH","35-11345","2007-07-06","Moonwalker","A very simple mod that adds NPCs to the temples in Ald-ruhn, Balmora, Ghostgate, Gnisis and Vivec's High Fane, allowing you to travel between them."
"6853","Tel Volorith v1.0","Factions","MMH","35-14759","2013-05-24","Bravo1","An alternate Telvanni stronghold mod in a more secluded spot. Upon submitting the original construction contract, the player can build the new stronghold. Or, if feeling a little nostalgic, can choose the original stronghold, Tel Uvirith, instead."
"6852","Tel Uvirith Storage","Factions","MMH","35-14015","2010-07-12","Bruno13069","Bridget, my most recent character, has beat the 3 Main Quests, is the head of all 8 guilds in the GOTY, and has completed the ""Great House Dagoth"" and ""Rise of House Telvanni"" mods. She has a great deal of stuff and she just want to get it all organized in ONE home.  
  
Tel U..."
"6851","Tel Uvirith","Factions","MMH","35-4922","2009-05-12","Jason Huck","The Elder Scrolls III MORROWIND:
Tel Uvirith Stronghold Plugin
Author: Jaysun Huck (Email: anubis@fubarm.com)
                
 


Index:
1. Installation
..."
"6850","SoT's Order of Ascadia","Factions","MMH","35-10694","2006-07-27","SkyShadowing","Ever wanted to own and operate your own guild? Now you can. Just simply go to the Pelagiad Halfway Tavern and talk to Augustus Malevolyn to get underway.  
  
1- Expand your main guild hall, located near Piernette Beluelle's Farmhouse.  
  
2. Recruit membe..."
"6849","Sixth House v2.03","Factions","MMH","35-7126","2012-07-28","Endrek","Sixth House 2.03 - a Morrowind plugin by Endrek

During the course of the game, the Sleepers of the Sixth House invite you to travel to Red Mountain and pledge an oath of service to Dagoth Ur. However, anyone who has travelled there knows that Mr. Ur will simply attack you upon your arr..."
"6848","Sixth House v2.02","Factions","MMH","35-1401","2009-04-06","Endrek","Sixth House 2.02 - a Morrowind plugin by Endrek

During the course of the game, the Sleepers of the Sixth House invite you to travel to Red Mountain and pledge an oath of service to Dagoth Ur. However, anyone who has travelled there knows that Mr. Ur will simply attack you upon your arr..."
"6847","Sixth House v2.0","Factions","MMH","35-1495","2009-04-06","Endrek","Sixth House 2.0 - a Morrowind plugin by Endrek

During the course of the game, the Sleepers of the Sixth House invite you to travel to Red Mountain and pledge an oath of service to Dagoth Ur. However, anyone who has travelled there knows that Mr. Ur will simply attack you upon your arri..."
"6846","Sixth House v1.55","Factions","MMH","35-1321","2009-04-06","Endrek","Sixth House 1.55 - a Morrowind plugin by Endrek

During the course of the game, the Sleepers of the Sixth House invite you to travel to Red Mountain and pledge an oath of service to Dagoth Ur. However, anyone who has travelled there knows that Mr. Ur will simply attack you upon your arr..."
"6845","SG-toughersixthhouse","Factions","MMH","35-417","2009-04-06","Sabregirl"," 


     The Elder Scrolls III
           MORROWIND: 
            Sabregirl's Tougher Sixth House version 1.0
          ..."
"6844","Service Requirements V1.4.3","Factions","MMH","35-1965","2009-04-06","makeshiftwings"," 


 The Elder Scrolls III
 MORROWIND: 
 Service Requirements
 Current Version 1.4.3
 Original mod by vanhikes
 Updated by makeshiftwings
 You can find this mod at
http://www.angelfire.com/..."
"6843","Service Requirements v1.3","Factions","MMH","35-10712","2006-08-06","Vanhikes","I didn't like how gaining rank in a faction was meaningless and that people who were not members of a faction could obtain the same services as a member. Now your rank and membership affect what services you can use. For example, now you have to be a journeyman to use the teleportation service fr..."
"6842","Service Requirements v1.3","Factions","MMH","35-352","2009-04-06","Vanhikes"," 


       The Elder Scrolls III
             MORROWIND: 
       Service Requirements
        Current Version 1.2
   &#..."
"6841","Secret Police","Factions","MMH","35-5102","2009-05-12","Zenethor","Secret Police Version 1.0
by Zenethor

You don't find them...they find you.

Story:

In a new breakthrough in security, researchers in Telvanni have designed fabulous new armor to equip guards with. This allows guards to be completely undetectable by criminals, ..."
"6840","SA Caldera Dormitory","Factions","MMH","35-11865","2012-11-12","Saania","This very simple mod adds a basement in the Caldera mages guild. Within the basement you will find beds (for you and the mages of that guild hall) and an alchemy room with rudamentary alchemy needs provided (because I thought that guild hall deserved something better than it had). 

To ..."
"6839","rosetong02 0529","Factions","MMH","35-3194","2009-05-12","David Hyatt","The Rose Tong Guild Plugin
Version 0.2

This is an early release of the Rose Tong guild plugin and is not
intended for public consumption.  If you do decide to playtest
this mod, do so with forked save games, and be prepared to start over
when the real version (..."
"6838","RM Add-on 3: Rethan Defended","Factions","MMH","35-10050","2005-07-13","Lord Gildor","Adds guards and a barracks to Rethan Manor.    Gols' House (Rethan Manor's tower) is expanded with a small barracks. Weapon racks and additional tables to store guards' weapons and armor are added to building, turning it into a decent guard tower and barracks. ..."
"6837","RM Add-on 2: Library","Factions","MMH","35-9784","2005-07-13","Lord Gildor","Adds a large, but cozy library to Rethan Manor. The library includes many bookshelves, a number of large tables and desks, a hearth, and your very own librarian (Giles) who sells and buys books and coffee and other drinks. A guild guide system connects the library with bookshops and..."
"6836","RM Add-on 1: Livingroom & Personnel Bedroom","Factions","MMH","35-10057","2005-07-13","Lord Gildor","Adds a living room to the Rethan Manor ground floor.   The living room contains:[list]  A fireplace  A small table with chairs  Two bookshelves, to display whatever you like.[/list]     It also adds a small bedroom for your personell (I always wondered ..."
"6835","Rise of House Telvanni","Factions","MMH","35-10664","2006-07-08","Pozzo, Bhl, Karpik777","This is a heavily expanded version of Pozzo's Rise of House Telvanni (RoHT). This mod adds quests for the Telvanni Archmagister, allowing him/her to gain more political power and strengthen House Telvanni. During RoHT's main quest, the player will decide on House Telvanni's stance towards the Mag..."
"6834","Rethan Expansion v1.2","Factions","MMH","35-2040","2009-04-06","Chris","No Readme"
"6833","redoranv14","Factions","MMH","35-4899","2009-05-12","Darkhan","Darkhan's Redoran stronghold Mod V1.40

Unzip the file into your C:\Program Files\Bethesda Softworks\Morrowind\Data Files Directory.

If you have a need to contact me for any reason, please email me at:

beast66@sympatico.ca        

You..."
"6832","Redoranupgrade 0601","Factions","MMH","35-4913","2009-05-12","Nydan The Silent","This is my first attempt at a mod be gentle.  Any suggestions, ideas, comments, etc.
are welcome.

This modifies the Redoran Stronghold.  Its for people that like to 
display there stuff not throw it all in a crate.  Its pretty bare as for bowls, cups,
item..."
"6831","Rank Advancement Revamped","Factions","MMH","35-9550","2004-06-23","Mrpig3","This mod makes advancing in the ranks in your faction much more difficult so you actually have to go out and gain a level or two in between ranks. The factions it changes are  The Fighter's Guild....Mage's Guild....Theives' Guild, and the 3 major houses.   ..."
